日付,レース場コード,レース場名,レース番号,選手枠番,選手ナンバー,レーサーID,レーサー名,年齢,体重,展示タイム,スタートタイミング,レースタイム,最終着順
2024-02-01,,,6,5,5,5333,山　下　　智　己,46,52,6.77,0.13,1.56.3,3
2024-02-01,,,6,6,6,4946,船　越　　健　吾,36,1,6.77,0.16,1.56.6,4
2024-02-01,,,7,1,2,3828,明　石　　正　之,66,48,6.69,0.18,1.50.3,1
2024-02-01,,,7,2,5,4677,片　橋　　幸　貴,17,53,6.72,0.11,1.50.5,4
2024-02-01,,,7,3,3,4239,竹　田　　辰　也,56,26,6.66,0.11,1.53.0,4
2024-02-01,,,7,4,4,3233,小　畑　　実　成,54,4,6.74,0.13,1.54.9,4
2024-02-01,,,7,5,1,4614,石　倉　　洋　行,60,60,6.63,0.19,1.56.0,2
2024-02-01,,,7,6,6,3807,岡　部　　　　哲,13,29,6.72,0.16,1.57.0,3
2024-02-01,,,8,1,4,5005,石　田　　貴　洋,14,63,6.66,0.08,1.50.3,4
2024-02-01,,,8,2,1,4713,白　神　　　　優,11,12,6.7,0.12,1.51.4,2
2024-02-01,,,8,3,5,4905,土　井　　祥　伍,55,36,6.72,0.12,1.52.0,4
2024-02-01,,,8,5,6,5330,安河内　　鈴之介,52,30,6.81,0.11,1.55.8,3
2024-02-01,,,8,6,2,4442,松　竹　　大　輔,40,20,6.69,0.12,1.57.0,1
2024-02-01,,,9,1,2,4090,中　村　　　　尊,47,49,6.67,0.08,1.49.3,4
2024-02-01,,,9,2,1,4363,大　野　　芳　顕,28,31,6.68,0.11,1.50.9,1
2024-02-01,,,9,4,5,4593,小　坂　　宗　司,63,57,6.68,0.16,1.54.1,2
2024-02-01,,,9,5,6,4253,西　川　　真　人,12,44,6.7,0.19,1.55.4,4
2024-02-01,,,9,6,3,4672,守　屋　　大　地,51,59,6.74,0.15,1.56.3,4
2024-02-01,,,10,2,2,4069,山　本　　修　一,35,56,6.75,0.23,1.50.8,1
2024-02-01,,,10,3,4,3696,白　井　　友　晴,32,39,6.71,0.21,1.52.9,4
2024-02-01,,,10,5,5,4007,榮　田　　将　彦,50,33,6.75,0.17,1.55.4,2
2024-02-01,,,10,6,3,4967,中　村　　魁　生,58,14,6.75,0.24,1.56.3,3
2024-02-01,,,11,1,2,4677,片　橋　　幸　貴,17,53,6.71,0.17,1.50.0,2
2024-02-01,,,11,2,3,4299,中　島　　浩　哉,29,28,6.7,0.16,1.51.2,4
2024-02-01,,,11,3,5,3885,久　田　　　　武,33,38,6.68,0.29,1.52.8,4
2024-02-01,,,11,4,1,3717,立　間　　充　宏,57,46,6.66,0.19,1.54.1,1
2024-02-01,,,11,6,6,3736,岡　本　　　　猛,41,37,6.64,0.29,1.55.6,4
2024-02-01,,,12,1,1,4239,竹　田　　辰　也,56,26,6.59,0.2,1.49.9,1
2024-02-01,,,12,2,4,4695,尾　崎　　雄　二,16,16,6.65,0.14,1.50.5,3
2024-02-01,,,12,3,5,4710,福　田　　宗　平,48,40,6.66,0.14,1.51.3,2
2024-02-01,,,12,6,6,4228,吉　田　　慎二郎,27,66,6.64,0.18,1.56.1,4
2024-02-01,,,1,1,1,5106,山　崎　　　　祥,13,27,6.93,0.18,1.48.1,1
2024-02-01,,,1,2,4,5274,城　間　　盛　渚,64,66,6.87,0.27,1.49.4,2
2024-02-01,,,1,3,3,5278,田　中　　駿　兵,62,52,6.91,0.15,1.49.6,4
2024-02-01,,,1,4,2,5122,相　馬　　　　翔,63,32,6.99,0.14,1.52.8,3
2024-02-01,,,1,5,6,5044,渡　邉　　　　健,60,12,6.98,0.31,,4
2024-02-01,,,1,6,5,5085,中　村　　栄　治,76,36,7.04,0.37,,4
2024-02-01,,,2,1,1,4714,喜多須　　杏　奈,38,56,6.9,0.1,1.48.5,1
2024-02-01,,,2,2,4,4611,今　井　　美　亜,55,11,6.95,0.33,1.49.7,4
2024-02-01,,,2,3,3,4746,大豆生田　　　蒼,67,68,6.9,0.13,1.51.4,3
2024-02-01,,,2,4,2,4733,赤　井　　　　睦,36,64,6.94,0.16,1.52.3,2
2024-02-01,,,2,5,5,4473,藤　堂　　里　香,74,65,6.96,0.15,,4
2024-02-01,,,2,6,6,4878,西　岡　　育　未,12,15,6.94,0.17,,4
2024-02-01,,,3,1,4,5228,若　林　　樹　蘭,72,63,6.94,0.11,1.48.7,4
2024-02-01,,,3,2,1,5158,宮　脇　　遼　太,75,35,6.95,0.26,1.49.6,2
2024-02-01,,,3,3,2,5279,石　渡　　翔一郎,33,14,7.03,0.19,1.51.4,1
2024-02-01,,,3,4,5,5240,高　橋　　龍　治,24,26,6.97,0.09,1.51.6,4
2024-02-01,,,3,5,3,5187,小　坂　　風　太,22,13,6.87,0.36,,3
2024-02-01,,,3,6,6,5282,中　本　　大　樹,51,51,7.01,0.1,,4
2024-02-01,,,4,1,2,5056,西　岡　　成　美,35,54,6.8,0.07,1.47.7,2
2024-02-01,,,4,2,5,4961,西　橋　　奈　未,56,28,6.82,0.07,1.48.0,4
2024-02-01,,,4,3,6,5088,高　憧　　四　季,18,18,6.86,0.11,1.49.7,1
2024-02-01,,,4,4,4,5281,井　上　　遥　妃,59,38,6.92,0.11,1.51.5,3
2024-02-01,,,4,5,3,3470,新　田　　芳　美,32,34,6.95,0.09,,4
2024-02-01,,,4,6,1,3932,池　田　　浩　美,79,70,6.98,0.09,,4
2024-02-01,,,5,1,3,5025,粟　田　　　　祥,65,30,6.99,0.24,1.48.6,4
2024-02-01,,,5,2,2,5085,中　村　　栄　治,76,36,6.94,0.23,1.49.6,4
2024-02-01,,,5,3,6,4313,西　村　　美智子,34,57,6.94,0.32,1.51.6,3
2024-02-01,,,5,4,4,4289,落　合　　直　子,58,62,6.95,0.26,1.52.8,2
2024-02-01,,,5,5,5,4317,木　村　　紗友希,50,37,6.97,0.27,,4
2024-02-01,,,5,6,1,5050,木　下　　雄　介,53,22,6.91,0.33,,1
2024-02-01,,,6,1,1,4642,松　尾　　夏　海,54,78,6.96,0.14,1.47.8,2
2024-02-01,,,6,2,6,5191,飛　田　　江　己,37,39,6.91,0.12,1.49.8,4
2024-02-01,,,6,3,4,5122,相　馬　　　　翔,63,32,6.95,0.12,1.50.7,4
2024-02-01,,,6,4,5,5274,城　間　　盛　渚,64,66,6.93,0.09,1.51.7,3
2024-02-01,,,6,5,3,4878,西　岡　　育　未,12,15,6.96,0.16,,1
2024-02-01,,,6,6,2,5241,門　田　　　　栞,27,58,6.98,0.23,,4
2024-02-01,,,7,1,1,5278,田　中　　駿　兵,62,52,6.89,0.04,1.47.3,2
2024-02-01,,,7,2,4,4746,大豆生田　　　蒼,67,68,6.92,0.11,1.47.9,4
2024-02-01,,,7,3,5,4183,宇　野　　弥　生,52,74,6.85,0.08,1.50.7,4
2024-02-01,,,7,4,6,4011,堀之内　　紀代子,66,25,6.89,0.18,1.52.3,3
2024-02-01,,,7,5,2,5187,小　坂　　風　太,22,13,6.89,0.09,,1
2024-02-01,,,7,6,3,5240,高　橋　　龍　治,24,26,6.95,0.07,,4
2024-02-01,,,8,1,1,4611,今　井　　美　亜,55,11,6.91,0.16,1.47.9,2
2024-02-01,,,8,2,3,4450,平　高　　奈　菜,26,59,6.93,0.15,1.49.7,4
2024-02-01,,,8,3,5,5145,島　川　　海　輝,39,21,6.87,0.15,1.52.1,4
2024-02-01,,,8,4,4,5282,中　本　　大　樹,51,51,7.02,0.12,1.53.1,4
2024-02-01,,,8,5,2,3470,新　田　　芳　美,32,34,6.95,0.2,,1
2024-02-01,,,8,6,6,5258,仲　本　　　　舜,70,75,6.98,0.21,,3
2024-02-01,,,9,1,1,5032,谷　口　　知　優,78,77,6.97,0.15,1.48.1,1
2024-02-01,,,9,2,4,4733,赤　井　　　　睦,36,64,7.07,0.17,1.49.8,3
2024-02-01,,,9,3,2,5115,香　川　　颯　太,57,29,6.91,0.17,1.51.4,4
2024-02-01,,,9,4,6,5281,井　上　　遥　妃,59,38,6.91,0.2,1.52.6,4
2024-02-01,,,9,5,3,5044,渡　邉　　　　健,60,12,7.14,0.13,,4
2024-02-01,,,9,6,5,3932,池　田　　浩　美,79,70,7.02,0.21,,2
2024-02-01,,,10,1,1,5088,高　憧　　四　季,18,18,6.85,0.08,1.47.5,4
2024-02-01,,,10,2,3,4289,落　合　　直　子,58,62,6.99,0.06,1.49.6,3
2024-02-01,,,10,3,4,5106,山　崎　　　　祥,13,27,6.9,0.14,1.50.7,4
2024-02-01,,,10,4,6,5158,宮　脇　　遼　太,75,35,6.98,0.09,1.51.8,4
2024-02-01,,,10,5,5,5279,石　渡　　翔一郎,33,14,6.85,0.1,,2
2024-02-01,,,10,6,2,4473,藤　堂　　里　香,74,65,6.9,0.08,,1
2024-02-01,,,11,1,1,4961,西　橋　　奈　未,56,28,6.88,0.01,1.46.7,1
2024-02-01,,,11,2,4,5056,西　岡　　成　美,35,54,6.76,0.04,1.48.9,3
2024-02-01,,,11,3,5,4714,喜多須　　杏　奈,38,56,6.84,0.05,1.50.5,4
2024-02-01,,,11,4,6,5050,木　下　　雄　介,53,22,6.87,0.09,1.51.9,4
2024-02-01,,,11,5,2,5199,垂　水　　　　悠,25,60,6.81,0.02,,2
2024-02-01,,,11,6,3,5228,若　林　　樹　蘭,72,63,6.82,0.06,,4
2024-02-01,,,12,1,1,5136,濱　野　　斗　馬,14,16,6.83,0.01,1.46.9,1
2024-02-01,,,12,2,4,4123,細　川　　裕　子,20,20,6.82,0.14,1.48.2,3
2024-02-01,,,12,3,5,3618,海　野　　ゆかり,68,73,6.88,0.14,1.50.0,2
2024-02-01,,,12,4,6,5114,小　林　　孝　彰,16,24,6.79,0.18,1.51.2,4
2024-02-01,,,12,5,3,5091,為　本　　智　也,10,71,6.83,0.15,,4
2024-02-01,,,12,6,2,3611,岩　崎　　芳　美,31,23,6.82,0.12,,4
2024-02-01,,,1,1,3,4237,大　峯　　　　豊,61,64,6.8,0.17,1.48.8,4
2024-02-01,,,1,2,5,4319,三　宅　　　　潤,26,16,6.86,0.18,1.50.4,4
2024-02-01,,,1,3,1,4154,森　安　　弘　雅,27,40,6.86,0.25,1.51.9,1
2024-02-01,,,1,4,2,4984,森　下　　愛　梨,40,47,6.85,0.27,1.53.5,3
2024-02-01,,,1,6,6,5326,三　嶌　　さらら,52,38,6.85,0.26,1.56.5,4
2024-02-01,,,2,1,4,4133,高　橋　　正　男,13,73,6.87,0.03,1.47.8,4
2024-02-01,,,2,2,6,3881,浦　上　　拓　也,37,33,6.83,0.11,1.49.9,4
2024-02-01,,,2,3,1,3908,重　成　　一　人,42,25,6.83,0.14,1.51.3,1
2024-02-01,,,2,4,5,4511,中　岡　　健　人,33,26,6.86,0.05,1.52.6,4
2024-02-01,,,2,5,3,3873,別　府　　昌　樹,17,13,6.92,0.12,1.55.1,3
2024-02-01,,,2,6,2,3602,奥　平　　拓　也,23,74,6.93,0.29,1.57.0,2
2024-02-01,,,3,1,5,5060,数　原　　　　魁,35,62,6.81,0.12,1.48.8,4
2024-02-01,,,3,2,2,4842,山　下　　昂　大,55,57,6.82,0.12,1.49.9,1
2024-02-01,,,3,4,4,4571,菅　　　　章　哉,38,72,6.75,0.13,1.53.2,4
2024-02-01,,,3,5,6,5275,松　田　　淳　平,46,66,6.8,0.08,1.54.1,4
2024-02-01,,,3,6,3,3617,竹　田　　広　樹,28,20,6.8,0.15,1.57.6,3
2024-02-01,,,4,1,1,3362,間　嶋　　仁　志,48,29,6.88,0.18,1.48.5,4
2024-02-01,,,4,2,2,4526,池　田　　雄　祐,44,60,6.83,0.17,1.49.2,2
2024-02-01,,,4,3,4,4934,佐々木　　翔　斗,54,46,6.86,0.26,1.50.8,3
2024-02-01,,,4,4,6,4994,山　本　　梨　菜,14,44,6.87,0.21,1.51.7,1
2024-02-01,,,5,1,1,4500,山　田　　康　二,16,15,6.8,0.11,1.48.2,1
2024-02-01,,,5,2,3,4084,杉　山　　正　樹,29,61,6.89,0.07,1.49.6,4
2024-02-01,,,5,3,2,4419,原　　　　加央理,36,41,6.81,0.09,1.50.6,4
2024-02-01,,,5,4,5,3942,寺　田　　　　祥,10,30,6.87,0.12,1.51.0,4
2024-02-01,,,5,5,4,4879,山　崎　　鉄　平,25,27,6.9,0.28,1.53.0,2
2024-02-01,,,5,6,6,3697,勝　野　　竜　司,24,18,6.83,0.13,1.55.1,3
2024-02-01,,,6,2,2,5204,宇　恵　　有　香,56,54,6.88,0.12,1.50.2,4
2024-02-01,,,6,3,5,3868,尾　形　　栄　治,19,50,6.84,0.2,1.51.0,3
2024-02-01,,,6,5,3,4984,森　下　　愛　梨,40,47,6.86,0.15,1.54.3,1
2024-02-01,,,6,6,6,5324,畑　田　　希　咲,32,48,6.88,0.22,1.57.3,4
2024-02-01,,,7,2,3,3024,西　島　　義　則,34,63,6.97,0.13,1.50.2,4
2024-02-01,,,7,3,5,3617,竹　田　　広　樹,28,20,6.89,0.14,1.52.0,4
2024-02-01,,,7,4,6,4243,西　村　　　　歩,31,42,6.92,0.07,1.52.3,3
2024-02-01,,,7,5,2,4511,中　岡　　健　人,33,26,6.92,0.12,1.53.3,1
2024-02-01,,,7,6,1,4358,松　本　　庸　平,39,56,6.87,0.14,1.55.7,2
2024-02-01,,,8,1,1,4361,柳　生　　泰　二,45,58,6.9,0.15,1.48.2,2
2024-02-01,,,8,2,4,4654,篠　田　　優　也,59,34,6.87,0.13,1.50.7,4
2024-02-01,,,8,3,5,4842,山　下　　昂　大,55,57,6.89,0.18,1.51.4,4
2024-02-01,,,8,4,3,4934,佐々木　　翔　斗,54,46,6.88,0.21,1.51.8,4
2024-02-01,,,8,5,6,4031,飯　島　　　　誠,60,12,6.91,0.18,1.53.5,3
2024-02-01,,,8,6,2,4154,森　安　　弘　雅,27,40,6.9,0.19,1.56.7,1
2024-02-01,,,9,1,1,4084,杉　山　　正　樹,29,61,6.87,0.23,1.49.8,1
2024-02-01,,,9,2,3,4571,菅　　　　章　哉,38,72,6.76,0.22,1.50.7,4
2024-02-01,,,9,3,4,3852,澤　　　　大　介,43,71,6.85,0.26,1.52.4,3
2024-02-01,,,9,5,5,4790,柳　内　　敬　太,30,28,6.89,0.25,1.55.4,2
2024-02-01,,,10,1,1,3942,寺　田　　　　祥,10,30,6.87,0.12,1.48.2,4
2024-02-01,,,10,2,2,3908,重　成　　一　人,42,25,6.9,0.11,1.49.2,1
2024-02-01,,,10,3,3,4526,池　田　　雄　祐,44,60,6.85,0.11,1.51.5,3
2024-02-01,,,10,4,4,4319,三　宅　　　　潤,26,16,6.85,0.17,1.53.1,4
2024-02-01,,,10,5,5,5275,松　田　　淳　平,46,66,6.81,0.13,1.54.0,2
2024-02-01,,,10,6,6,4419,原　　　　加央理,36,41,6.85,0.19,1.57.3,4
2024-02-01,,,11,1,1,4237,大　峯　　　　豊,61,64,6.78,0.05,1.48.6,1
2024-02-01,,,11,2,4,3881,浦　上　　拓　也,37,33,6.89,0.07,1.50.2,3
2024-02-01,,,11,3,6,3873,別　府　　昌　樹,17,13,6.94,0.12,1.51.4,4
2024-02-01,,,11,5,3,4500,山　田　　康　二,16,15,6.83,0.08,1.52.9,4
2024-02-01,,,12,1,2,4361,柳　生　　泰　二,45,58,6.99,0.19,1.48.0,4
2024-02-01,,,12,3,4,3362,間　嶋　　仁　志,48,29,6.98,0.25,1.51.3,3
2024-02-01,,,12,5,5,4994,山　本　　梨　菜,14,44,6.87,0.22,1.53.2,2
2024-02-01,,,1,1,1,4660,宇田川　　信　一,21,80,6.83,0.22,1.49.6,1
2024-02-01,,,1,2,2,5047,國　分　　将太郎,64,65,6.81,0.17,1.51.0,3
2024-02-01,,,1,3,4,4472,尾　嶋　　一　広,12,39,6.82,0.21,1.52.1,2
2024-02-01,,,1,4,5,3175,渡　辺　　千　草,71,53,6.85,0.19,1.53.4,4
2024-02-01,,,1,5,3,4800,小　寺　　拳　人,56,84,6.82,0.22,,4
2024-02-01,,,1,6,6,4209,藤　田　　竜　弘,57,37,6.83,0.2,,4
2024-02-01,,,2,1,1,4457,神　田　　達　也,70,33,6.81,0.03,1.48.8,1
2024-02-01,,,2,2,2,4290,稲　田　　浩　二,40,63,6.81,0.11,1.50.1,2
2024-02-01,,,2,3,3,3826,村　田　　修　次,14,56,6.83,0.07,1.51.4,3
2024-02-01,,,2,4,5,4345,西　舘　　　　健,72,77,6.85,0.11,1.52.7,4
2024-02-01,,,2,5,6,4792,杉　村　　賢　也,63,70,6.76,0.08,,4
2024-02-01,,,2,6,4,5262,鈴　木　　章　司,33,21,6.81,0.05,,4
2024-02-01,,,3,1,1,3718,伊　達　　正　利,52,57,6.82,0.14,1.56.9,2
2024-02-01,,,3,2,2,4813,宮　内　　直　哉,31,76,6.73,0.17,1.59.7,1
2024-02-01,,,3,3,4,4843,深　尾　　巴　恵,34,31,6.67,0.12,2.01.5,4
2024-02-01,,,3,4,6,4086,寺　本　　重　宣,28,52,6.81,0.22,2.03.6,4
2024-02-01,,,3,5,3,3624,大　石　　和　彦,29,82,6.72,0.15,,3
2024-02-01,,,4,1,5,4692,酒　井　　俊　弘,23,61,6.81,0.07,1.48.8,4
2024-02-01,,,4,2,6,4281,大　澤　　大　夢,17,27,6.78,0.14,1.50.4,1
2024-02-01,,,4,3,3,4794,和　田　　拓　也,50,34,6.83,0.14,1.51.7,4
2024-02-01,,,4,4,2,4083,福　島　　勇　樹,35,42,6.84,0.14,1.53.1,2
2024-02-01,,,4,5,1,4845,前　田　　紗　希,68,23,6.8,0.16,,4
2024-02-01,,,4,6,4,3461,渡　邊　　哲　也,46,68,6.86,0.23,,3
2024-02-01,,,5,1,1,3294,野　中　　義　生,11,74,6.75,0.13,1.49.1,1
2024-02-01,,,5,2,5,4608,荒　井　　翔　伍,69,87,6.78,0.09,1.51.4,4
2024-02-01,,,5,3,4,5047,國　分　　将太郎,64,65,6.79,0.1,1.52.2,2
2024-02-01,,,5,4,6,5045,平　川　　香　織,37,73,6.77,0.05,1.52.9,3
2024-02-01,,,5,5,3,3895,堀　本　　裕　也,27,59,6.78,0.08,,4
2024-02-01,,,5,6,2,3693,栢　場　　優　子,54,40,6.75,0.16,,4
2024-02-01,,,6,1,5,4664,東　口　　　　晃,25,26,6.79,0.09,1.48.4,3
2024-02-01,,,6,2,4,4754,松　尾　　　　充,62,28,6.81,0.09,1.49.9,4
2024-02-01,,,6,3,1,4345,西　舘　　　　健,72,77,6.85,0.11,1.51.3,2
2024-02-01,,,6,4,6,4472,尾　嶋　　一　広,12,39,6.73,0.09,1.51.7,4
2024-02-01,,,6,5,3,4152,深　水　　慎一郎,48,45,6.91,0.25,,1
2024-02-01,,,6,6,2,4453,永　田　　郁　弥,16,78,6.83,0.17,,4
2024-02-01,,,7,1,1,3995,重　野　　哲　之,67,47,6.79,0.15,1.48.8,2
2024-02-01,,,7,2,2,4792,杉　村　　賢　也,63,70,6.83,0.15,1.51.5,1
2024-02-01,,,7,3,3,5194,大久保　　佑　香,60,46,6.9,0.17,1.52.7,4
2024-02-01,,,7,4,5,4448,青　木　　玄　太,58,67,6.76,0.21,1.53.1,4
2024-02-01,,,7,5,4,4660,宇田川　　信　一,21,80,6.83,0.23,,4
2024-02-01,,,7,6,6,5320,岩　崎　　麗　子,43,48,6.78,0.18,,3
2024-02-01,,,8,1,2,4828,松　山　　将　吾,22,32,6.84,0.17,1.49.2,1
2024-02-01,,,8,2,1,4037,別　府　　正　幸,74,24,6.8,0.19,1.50.0,2
2024-02-01,,,8,3,3,4945,上　村　　宏　太,59,36,6.71,0.18,1.51.1,4
2024-02-01,,,8,4,6,4290,稲　田　　浩　二,40,63,6.79,0.14,1.51.9,3
2024-02-01,,,8,5,4,4845,前　田　　紗　希,68,23,6.85,0.21,,4
2024-02-01,,,8,6,5,5130,上　野　　拓　馬,47,50,6.86,0.23,,4
2024-02-01,,,9,1,4,4066,東　本　　勝　利,42,86,6.76,0.14,1.49.1,3
2024-02-01,,,9,2,5,4281,大　澤　　大　夢,17,27,6.8,0.12,1.50.9,2
2024-02-01,,,9,3,1,3826,村　田　　修　次,14,56,6.71,0.17,1.52.4,1
2024-02-01,,,9,4,6,3175,渡　辺　　千　草,71,53,6.81,0.14,1.53.2,4
2024-02-01,,,9,5,3,4086,寺　本　　重　宣,28,52,6.84,0.17,,4
2024-02-01,,,9,6,2,4987,島　倉　　　　都,24,25,6.77,0.41,,4
2024-02-01,,,10,1,1,4794,和　田　　拓　也,50,34,6.72,0.16,1.48.5,4
2024-02-01,,,10,2,3,5066,鈴　木　　孝　明,65,29,6.73,0.13,1.49.9,3
2024-02-01,,,10,3,4,4813,宮　内　　直　哉,31,76,6.71,0.19,1.51.4,4
2024-02-01,,,10,4,2,4664,東　口　　　　晃,25,26,6.68,0.17,1.51.8,1
2024-02-01,,,10,5,5,4209,藤　田　　竜　弘,57,37,6.67,0.18,,2
2024-02-01,,,10,6,6,3693,栢　場　　優　子,54,40,6.75,0.21,,4
2024-02-01,,,11,1,5,3995,重　野　　哲　之,67,47,6.78,0.04,1.48.4,4
2024-02-01,,,11,2,1,4608,荒　井　　翔　伍,69,87,6.76,0.09,1.50.2,1
2024-02-01,,,11,3,3,4457,神　田　　達　也,70,33,6.77,0.12,1.51.7,4
2024-02-01,,,11,4,6,4692,酒　井　　俊　弘,23,61,6.66,0.0,1.52.9,4
2024-02-01,,,11,5,4,4152,深　水　　慎一郎,48,45,6.87,0.11,,3
2024-02-01,,,11,6,2,4843,深　尾　　巴　恵,34,31,6.71,0.12,,2
2024-02-01,,,12,1,1,4448,青　木　　玄　太,58,67,6.72,0.12,1.47.6,1
2024-02-01,,,12,2,4,3624,大　石　　和　彦,29,82,6.73,0.12,1.49.8,3
2024-02-01,,,12,3,3,5045,平　川　　香　織,37,73,6.76,0.18,1.51.1,4
2024-02-01,,,12,4,2,4945,上　村　　宏　太,59,36,6.7,0.15,1.52.2,4
2024-02-01,,,12,5,6,4754,松　尾　　　　充,62,28,6.81,0.09,,4
2024-02-01,,,12,6,5,4083,福　島　　勇　樹,35,42,6.78,0.09,,2
2024-02-01,,,1,2,4,4054,福　嶋　　智　之,57,71,6.96,0.19,1.53.6,2
2024-02-01,,,1,3,2,4846,佐　藤　　駿　介,21,51,7.01,0.19,1.54.5,3
2024-02-01,,,1,4,3,4410,井　上　　大　輔,10,58,7.06,0.19,1.55.0,4
2024-02-01,,,1,5,6,5300,横　田　　海　人,38,31,7.08,0.16,,4
2024-02-01,,,1,6,5,5225,斎　藤　　　　凜,34,55,6.93,0.14,,4
2024-02-01,,,2,1,1,3748,小　黒　　竜　吾,25,22,6.86,0.12,1.51.7,1
2024-02-01,,,2,2,2,4898,菊　地　　敬　介,53,64,6.91,0.13,1.53.9,2
2024-02-01,,,2,3,3,3436,柏　野　　幸　二,20,53,6.96,0.14,1.55.2,3
2024-02-01,,,2,4,5,5120,山　本　　稔太朗,27,14,6.98,0.22,1.56.0,4
2024-02-01,,,2,5,4,4251,川　崎　　誠　志,15,75,6.91,0.25,,4
2024-02-01,,,3,1,2,4635,峰　重　　力　也,17,19,6.98,0.16,1.51.4,1
2024-02-01,,,3,2,1,3664,鈴　木　　賢　一,26,29,6.94,0.14,1.53.3,2
2024-02-01,,,3,3,3,4700,金　子　　和　之,32,12,6.94,0.25,1.53.9,3
2024-02-01,,,3,5,6,3882,新　田　　智　彰,60,17,7.07,0.21,,4
2024-02-01,,,3,6,4,5206,梅　原　　祥　平,23,30,6.97,0.17,,4
2024-02-01,,,4,1,6,4109,谷　津　　幸　宏,36,77,7.03,0.19,1.51.5,1
2024-02-01,,,4,2,2,3445,加　藤　　高　史,22,44,6.96,0.23,1.53.8,2
2024-02-01,,,4,3,4,4917,岩　橋　　裕　馬,24,74,6.98,0.3,1.54.6,3
2024-02-01,,,4,4,1,3305,小　野　　信　樹,56,16,6.85,0.2,1.55.7,4
2024-02-01,,,4,6,3,3434,松　尾　　宣　邦,11,42,7.04,0.25,,4
2024-02-01,,,5,1,1,4150,山　田　　雄　太,14,26,6.89,0.15,1.50.9,1
2024-02-01,,,5,2,4,4826,井　上　　一　輝,13,43,6.86,0.18,1.52.5,2
2024-02-01,,,5,3,6,4179,広　次　　　　修,12,13,7.07,0.21,1.54.5,3
2024-02-01,,,5,5,5,3546,中　里　　昌　志,31,67,6.96,0.17,,4
2024-02-01,,,5,6,2,5225,斎　藤　　　　凜,34,55,6.9,0.24,,4
2024-02-01,,,6,1,3,4640,山ノ内　　雅　人,62,54,6.88,0.11,1.51.7,1
2024-02-01,,,6,2,1,4054,福　嶋　　智　之,57,71,6.93,0.12,1.52.4,2
2024-02-01,,,6,3,5,4505,島　田　　賢　人,18,32,6.99,0.11,1.54.1,3
2024-02-01,,,6,4,2,3748,小　黒　　竜　吾,25,22,6.85,0.09,1.55.1,4
2024-02-01,,,6,6,4,4567,上　村　　慎太郎,63,63,6.84,0.16,,4
2024-02-01,,,7,3,6,4898,菊　地　　敬　介,53,64,7.0,0.08,1.55.6,3
2024-02-01,,,7,4,4,5181,森　　　　智　哉,55,66,6.93,0.17,1.56.7,4
2024-02-01,,,7,6,5,5300,横　田　　海　人,38,31,6.99,0.14,,4
2024-02-01,,,8,1,2,4488,小　山　　　　勉,64,21,7.01,0.11,1.52.5,1
2024-02-01,,,8,2,1,3434,松　尾　　宣　邦,11,42,7.21,0.17,1.54.2,2
2024-02-01,,,8,4,3,4846,佐　藤　　駿　介,21,51,7.29,0.11,1.57.1,4
2024-02-01,,,9,1,1,4809,外　崎　　　　悟,65,56,6.91,0.17,1.15.1,1
2024-02-01,,,9,2,5,4150,山　田　　雄　太,14,26,7.03,0.13,1.15.8,2
2024-02-01,,,9,3,4,5120,山　本　　稔太朗,27,14,7.0,0.07,1.16.6,3
2024-02-01,,,9,5,6,4324,海　野　　康志郎,16,57,6.95,0.11,,4
2024-02-01,,,9,6,3,5206,梅　原　　祥　平,23,30,6.85,0.15,,4
2024-02-01,,,10,1,2,4505,島　田　　賢　人,18,32,7.02,0.17,1.14.6,1
2024-02-01,,,10,2,5,3327,野長瀬　　正　孝,54,72,7.03,0.23,1.16.0,2
2024-02-01,,,10,4,1,3436,柏　野　　幸　二,20,53,6.96,0.2,1.18.5,4
2024-02-01,,,10,5,4,3381,滝　沢　　芳　行,19,18,6.99,0.23,,4
2024-02-01,,,10,6,6,4410,井　上　　大　輔,10,58,7.17,0.2,,4
2024-02-01,,,11,1,1,4700,金　子　　和　之,32,12,6.93,0.08,1.12.9,1
2024-02-01,,,11,2,2,4640,山ノ内　　雅　人,62,54,7.04,0.09,1.14.2,2
2024-02-01,,,11,3,4,4674,池　田　　剛　規,59,61,6.99,0.11,1.14.9,3
2024-02-01,,,11,4,6,3780,魚　谷　　智　之,28,25,7.05,0.09,1.15.7,4
2024-02-01,,,11,5,5,4109,谷　津　　幸　宏,36,77,6.96,0.14,,4
2024-02-01,,,11,6,3,4179,広　次　　　　修,12,13,6.95,0.08,,4
2024-02-01,,,12,1,1,4826,井　上　　一　輝,13,43,6.93,0.08,1.13.4,1
2024-02-01,,,12,2,5,3445,加　藤　　高　史,22,44,7.04,0.06,1.14.1,2
2024-02-01,,,12,4,3,3882,新　田　　智　彰,60,17,6.99,0.14,1.16.2,4
2024-03-01,24,大村,1,1,1,4855,江　頭　　賢　太,22,41,7.0,0.06,1.49.8,4
2024-03-01,24,大村,1,2,2,5107,松　本　　真　広,41,20,6.92,0.11,1.51.7,1
2024-03-01,24,大村,1,3,4,3981,今　坂　　晃　広,50,12,7.0,0.18,1.52.6,2
2024-03-01,24,大村,1,4,5,3631,田　添　　康　介,37,59,6.91,0.15,1.56.9,4
2024-03-01,24,大村,1,5,6,5309,森　　　　雄　利,32,60,6.94,0.13,,4
